langCode|##|question|##|comments|##|name1|##|name2|##|name3|##|bottomText|##|order
IT_1|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Posizioni stancanti o dolorose|##|<p>I rischi e pericoli dipendono dal tipo di attività. Per ciascuno dei seguenti fattori di rischio, mi dica se è presente o meno nella sua sede, anche se è attualmente sotto controllo e indipendentemente dal numero di lavoratori interessati.  Posizioni stancanti o dolorose<br>1 Sì  <br> 2 No  <br> 9 Non risponde</p>|##|21
LT|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Varginančios arba skausmingos kūno padėtys|##|<p>Atsižvelgiant į darbo pobūdį egzistuoja įvairių rūšių rizika ir pavojai. Nurodykite, ar kiekvienas iš toliau išvardintų rizikos veiksnių egzistuoja Jūsų darbovietėje, neatsižvelgiant į tai, ar jis šiuo metu kontroliuojamas, ir neatsižvelgiant į jį patiriančių darbuotojų skaičių. Varginančios arba skausmingos kūno padėtys<br>1 Taip  <br> 2 Ne  <br> 9 Neatsakė</p>|##|21
LU|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Ustrengend Positiounen oder Positiounen, déi wéi doen |##|<p>Jee no Aart vun Aarbecht gëtt et verschidden Type vu Risiken a Geforen. Sot mir w. e. g. fir jidderee vun dëse Risikofacteuren ob si an Ärem Betrib present sinn oder net, onofhängeg dovun, ob se zur Zäit ënner Kontroll sinn an onofhängeg vun der Zuel vu Mataarbechter, déi dovu betraff sinn. Ustrengend Positiounen oder Positiounen, déi wéi doen <br>1 Jo  <br> 2 Neen  <br> 9 Keng Äntwert</p>|##|21
LV|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Nogurdinošas vai sāpīgas darba pozas|##|<p>Atkarībā no darba veida pastāv dažāda veida riski un apdraudējumi. Lūdzu, pasakiet, kuri no tālāk nosauktajiem riska faktoriem pastāv jūsu uzņēmumā (iestādē)/ uzņēmuma (iestādes) vienībā neatkarīgi no tā, vai šie riski tiek kontrolēti, un neatkarīgi no darbinieku skaita, ko tie ietekmē. Nogurdinošas vai sāpīgas darba pozas<br>1 Jā  <br> 2 Nē  <br> 9 Nav atbildes</p>|##|21
MK|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Заморни или болни позиции|##|<p>Зависно од типот на работа, постојат разни видови ризици и опасности. Ве молам да се изјасните за секој од следниве ризични фактори дали се или не се присутни во организацијава, без оглед дали се моментално под контрола и без разлика колкав број вработени се засегнати од нив.   Заморни или болни позиции<br>1 Да  <br> 2 Не  <br> 9 Нема одговор</p>|##|21
MT|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Pożizzjonijiet li tgħejja jew tweġġa' fihom|##|<p>Hemm tipi differenti ta' riskji u perikli skont it-tip ta' xogħol. Jekk jogħġbok igħidli jekk kull wieħed minn dawn il-fatturi ta' riskju li ġejjin jeżistix fl-istabbiliment tiegħek, irrilevanti jekk bħalissa huwiex taħt kontroll u irrilevanti minn kemm jeffetwa impjegati. Pożizzjonijiet li tgħejja jew tweġġa' fihom<br>1 Iva  <br> 2 Le  <br> 9 Mingħajr tweġiba</p>|##|21
NL|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Vermoeiende of pijnlijke houdingen|##|<p>Afhankelijk van het soort werk bestaan er verschillende soorten risico's en gevaren. Kunt u mij voor elke van de volgende risicofactoren zeggen of deze al dan niet aanwezig is in uw vestiging, zonder er rekening mee te houden of deze risicofactor momenteel onder controle is en ongeacht het aantal werknemers dat hiermee te maken heeft. Vermoeiende of pijnlijke houdingen<br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord</p>|##|21
NL_1|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Vermoeiende of pijnlijke houdingen|##|<p>Afhankelijk van het soort werk, bestaan er verschillende soorten risico's en gevaren. Kunt u mij voor elke van de volgende risicofactoren zeggen of deze al dan niet aanwezig is in uw vestiging, zonder er rekening mee te houden of deze risicofactor gewoonlijk onder controle is en ongeacht het aantal werknemers dat hiermee te maken heeft. Vermoeiende of pijnlijke houdingen<br>1 Ja  <br> 2 Nee  <br> 9 Geen antwoord</p>|##|21
NO|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Trøttende eller ubehagelige stillinger|##|<p>Det finnes forskjellige typer risikoer og farer, avhengig av type arbeid. Angi for hver av følgende risikofaktorer om de er til stede eller ikke på arbeidsplassen din, uavhengig av om de for tiden er under kontroll og uavhengig av antall arbeidstakere de rammer. Trøttende eller ubehagelige stillinger<br>1 Ja  <br> 2 Nei  <br> 9 Intet svar</p>|##|21
PL|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Męczące lub bolesne pozycje|##|<p>Różne rodzaje pracy pociągają za sobą różne rodzaje zagrożeń. Przy każdym czynniku zagrożenia proszę powiedzieć, czy występuje w zakładzie - niezależnie od tego, czy jest on obecnie objęty kontrolą i niezależnie od liczby pracowników, których dotyczy. Męczące lub bolesne pozycje<br>1 Tak  <br> 2 Nie  <br> 9 Brak odpowiedzi</p>|##|21
PT|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Posições fatigantes ou dolorosas|##|<p>Dependendo do tipo de trabalho, há diferentes tipos de riscos e perigos. Relativamente a cada um dos seguintes fatores de risco, agradecia que me dissesse se existe ou não no seu estabelecimento, independentemente de estar ou não presentemente sob controlo e independentemente do número de trabalhadores que afeta. Posições fatigantes ou dolorosas<br>1 Sim  <br> 2 Não  <br> 9 Não responde</p>|##|21
RO|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Poziții obositoare sau dureroase|##|<p>În funcție de tipul de activitate, există diverse tipuri de riscuri și pericole. Vă rog să îmi spuneți, referitor la fiecare dintre următorii factori de risc, dacă sunt prezenți sau nu în instituția dumneavoastră indiferent dacă, în prezent, se află sub control și indiferent de numărul de angajați pe care îi afectează.  Poziții obositoare sau dureroase<br>1 Da  <br> 2 Nu  <br> 9 Niciun răspuns</p>|##|21
RU_1|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Утомительные или причиняющие боль положения|##|<p>В зависимости от характера работы, существует множество разных видов риска и опасностей. Пожалуйста, скажите присутствуют ли следующие факторы риска в вашем учреждении/предприятии/филиале, независимо от того, контролируются ли они на данный момент, и независимо от количества сотрудников, которые подвержены этим факторам риска. Утомительные или причиняющие боль положения<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа</p>|##|21
RU_2|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Утомительные или причиняющие боль положения|##|<p>В зависимости от характера работы, существует множество разных видов риска и опасностей. Пожалуйста, скажите присутствуют ли следующие факторы риска в вашем учреждении/ предприятии/ филиале, независимо от того, контролируются ли они на данный момент, и независимо от количества сотрудников, которые подвержены этим факторам риска. Утомительные или причиняющие боль положения<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа</p>|##|21
RU_3|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Утомительные или причиняющие боль положения|##|<p>В зависимости от характера работы, существует множество разных видов риска и опасностей. Пожалуйста, скажите присутствуют ли следующие факторы риска в вашем учреждении/предприятии/филиале, независимо от того, контролируются ли они на данный момент, и независимо от количества сотрудников, которые подвержены этим факторам риска. Утомительные или причиняющие боль положения<br>1 Да  <br> 2 Нет  <br> 9 Нет ответа</p>|##|21
SK|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Únavné alebo bolestivé polohy|##|<p>V závislosti od typu práce existujú rôzne typy rizík a nebezpečenstva. Povedzte mi, prosím, či sa vo vašom podniku vyskytujú nasledujúce rizikové faktory bez ohľadu na to, či sú pod kontrolou alebo bez ohľadu na počet pracovníkov, na ktorých sa vzťahujú. Únavné alebo bolestivé polohy<br>1 Áno  <br> 2 Nie  <br> 9 Žiadna odpoveď</p>|##|21
SL|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Utrujajoči ali boleči položaji|##|<p>Obstajajo različne vrste tveganj in nevarnosti, ki so odvisne od vrste dela. Za vsakega izmed naslednjih dejavnikov tveganja mi povejte, ali obstaja v vaši poslovni enoti ali ne, in to ne glede na to, ali je trenutno pod nadzorom, in ne glede na število zaposlenih, na katere vpliva. Utrujajoči ali boleči položaji<br>1 Da  <br> 2 Ne  <br> 9 Brez odgovora</p>|##|21
SR|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Zamarajući ili bolni položaji|##|<p>U zavisnosti od vrste delatnosti postoje različiti tipovi rizika i opasnosti. Molim vas da mi kažete za svaki od sledećih faktora rizika da li postoji u vašoj ustanovi ili ne, bez obzira da li je trenutno pod kontrolom i bez obzira na broj zaposlenih koji su mu izloženi.  Zamarajući ili bolni položaji<br>1 Da  <br> 2 Ne  <br> 9 Nema odgovora</p>|##|21
SV|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Tröttsamma eller smärtsamma arbetsställningar|##|<p>Beroende på arbetstyp finns det olika sorters faror och risker. Vilka av följande riskfaktorer finns på din arbetsplats? Svara på om de förekommer oavsett om de för närvarande är under kontroll och oavsett av hur många av medarbetarna som berörs av dem. Tröttsamma eller smärtsamma arbetsställningar<br>1 Ja  <br> 2 Nej  <br> 9 Inget svar</p>|##|21
SV_1|##|E3Q200_4|##|name_3 and bottom text changed|##||##||##|Tröttsamma eller smärtsamma arbetsställningar|##|<p>Beroende på arbetstyp finns det olika sorters faror och risker. Vilken av följande riskfaktorer finns på din arbetsplats? Svara på om de förekommer oavsett om de för närvarande är under kontroll och oavsett av hur många av medarbetarna som berörs av dem. Tröttsamma eller smärtsamma arbetsställningar<br>1 Ja  <br> 2 Nej  <br> 9 Inget svar</p>|##|21
EN|##|E3Q200_5|##|no change|##|Loud noise|##|Loud noise|##|Loud noise|##||##|22
EN|##|E3Q200_6|##|no change|##|Heat, cold or draught|##|Heat, cold or draught|##|Heat, cold or draught|##||##|23
EN|##|E3Q200_7|##|no change|##|Risk of accidents with machines|##|Risk of accidents with machines|##|Risk of accidents with machines or hand tools|##||##|24
EN|##|E3Q200_8|##|no change|##|Risk of accidents with vehicles in the course of work|##|Risk of accidents with vehicles in the course of work|##|Risk of accidents with vehicles in the course of work but not on the way to and from work|##||##|25
EN|##|E3Q200_9|##|no change|##|Chemical or biological substances|##|Chemical or biological substances|##|Chemical or biological substances in the form of liquids, fumes or dust|##||##|26
EN|##|E3Q200_10|##|no change|##|Increased risk of slips, trips and falls|##|Increased risk of slips, trips and falls|##|Increased risk of slips, trips and falls|##||##|27
BG|##|E3Q202_1|##|changed|##|Осигуряване на оборудване, което да помага при вдигане или преместване на товари или друга тежка физическа работа|##|Осигуряване на оборудване, което да помага при вдигане или преместване на товари или друга тежка физическа работа|##|Осигуряване на оборудване, което да помага при вдигане или преместване на товари или друга тежка физическа работа|##|<p>(Този клон на) предприятието предприемал/о ли е някои от следните мерки през последните 3 години? Осигуряване на оборудване, което да помага при вдигане или преместване на товари или друга тежка физическа работа</p><p>1 Да  <br>2 Не  <br>9 Без отговор <br> <br> Въпрос към компаниите/организациите, които са посочили като рисков фактор вдигане или местене на хора или тежки товари.</p>|##|29
CS|##|E3Q202_1|##|changed|##|Poskytnutí zařízení, které pomáhá při zvedání nebo přesouvání těžkých břemen nebo při jiné fyzicky těžké práci|##|Poskytnutí zařízení, které pomáhá při zvedání nebo přesouvání těžkých břemen nebo při jiné fyzicky těžké práci|##|Poskytnutí zařízení, které pomáhá při zvedání nebo přesouvání těžkých břemen nebo při jiné fyzicky těžké práci|##|<p>Učinilo vaše pracoviště během posledních 3 let některá z následujících opatření? Poskytnutí zařízení, které pomáhá při zvedání nebo přesouvání těžkých břemen nebo při jiné fyzicky těžké práci</p><p>1 Ano  <br>2 Ne  <br>9 Bez odpovědi <br>  <br> Otázka položená podnikům, které jako rizikový faktor uvedly zvedání či přesouvání osob nebo těžkých břemen.</p>|##|29
DA|##|E3Q202_1|##|changed|##|Anskaffet tekniske hjælpemidler til at løfte eller flytte tunge læs eller andet fysisk hårdt arbejde|##|Anskaffet tekniske hjælpemidler til at løfte eller flytte tunge læs eller andet fysisk hårdt arbejde|##|Anskaffet tekniske hjælpemidler til at løfte eller flytte tunge læs eller andet fysisk hårdt arbejde|##|<p>Har din arbejdsplads inden for de seneste 3 år indført nogle af følgende tiltag? Anskaffet tekniske hjælpemidler til at løfte eller flytte tunge læs eller andet fysisk hårdt arbejde  <br>1 Ja  <br>2 Nej  <br>9 Intet svar   <br>  <br>Spørgsmål til de virksomheder, som oplyser, at det at løfte eller flytte personer eller tunge byrder er en risikofaktor.</p>|##|29
DE|##|E3Q202_1|##|changed|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|<p>Hat Ihr Betrieb in den vergangenen 3 Jahren eine oder mehrere der folgenden Maßnahmen durchgeführt? Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br>  <br>Frage an Betriebe, die das Heben oder Bewegen von Personen oder schweren Lasten als Risikofaktor angeben.</p>|##|29
DE_1|##|E3Q202_1|##|changed|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|<p>Hat Ihr Betrieb in den vergangenen 3 Jahren eine oder mehrere der folgenden Maßnahmen durchgeführt? Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br>  <br>Frage an Betriebe, die das Heben oder Bewegen von Personen oder schweren Lasten als Risikofaktor angeben.</p>|##|29
DE_2|##|E3Q202_1|##|changed|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|<p>Hat Ihr Betrieb in den vergangenen 3 Jahren eine oder mehrere der folgenden Maßnahmen durchgeführt? Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br>  <br>Frage an Betriebe, die das Heben oder Bewegen von Personen oder schweren Lasten als Risikofaktor angeben.</p>|##|29
DE_3|##|E3Q202_1|##|changed|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit|##|<p>Hat Ihr Betrieb in den vergangenen 3 Jahren eine oder mehrere der folgenden Massnahmen durchgeführt? Bereitstellung von Hilfsmitteln zur Unterstützung beim Heben oder Bewegen von Lasten oder anderer schwerer körperlicher Arbeit  <br>1 Ja  <br>2 Nein  <br>9 Keine Antwort  <br>  <br>Frage an Betriebe, die das Heben oder Bewegen von Personen oder schweren Lasten als Risikofaktor angeben.</p>|##|29
EL|##|E3Q202_1|##|changed|##|Παροχή βοηθητικού εξοπλισμού για την ανύψωση ή μετακίνηση φορτίων ή για άλλη σωματική βαριά εργασία|##|Παροχή βοηθητικού εξοπλισμού για την ανύψωση ή μετακίνηση φορτίων ή για άλλη σωματική βαριά εργασία|##|Παροχή βοηθητικού εξοπλισμού για την ανύψωση ή μετακίνηση φορτίων ή για άλλη σωματική βαριά εργασία|##|<p>Έχει λάβει ο χώρος εργασίας σας κατά τα τελευταία 3 χρόνια οποιοδήποτε από τα ακόλουθα μέτρα; Παροχή βοηθητικού εξοπλισμού για την ανύψωση ή μετακίνηση φορτίων ή για άλλη σωματική βαριά εργασία  <br>1 Ναι  <br>2 Όχι  <br>9 Καμία απάντηση  <br><br>Ερώτηση προς τις επιχειρήσεις που αναφέρουν ως παράγοντα κινδύνου την ανύψωση ή μετακίνηση ατόμων ή βαρέων φορτίων.  </p>|##|29
EL_1|##|E3Q202_1|##|changed|##|Παροχή βοηθητικού εξοπλισμού για την ανύψωση ή μετακίνηση φορτίων ή για άλλη σωματική βαριά εργασία|##|Παροχή βοηθητικού εξοπλισμού για την ανύψωση ή μετακίνηση φορτίων ή για άλλη σωματική βαριά εργασία|##|Παροχή βοηθητικού εξοπλισμού για την ανύψωση ή μετακίνηση φορτίων ή για άλλη σωματική βαριά εργασία|##|<p>Έχει λάβει ο χώρος εργασίας σας κατά τα τελευταία 3 χρόνια οποιοδήποτε από τα ακόλουθα μέτρα; Παροχή βοηθητικού εξοπλισμού για την ανύψωση ή μετακίνηση φορτίων ή για άλλη σωματική βαριά εργασία  <br>1 Ναι  <br>2 Όχι  <br>9 Καμία απάντηση  <br><br>Ερώτηση προς τις επιχειρήσεις που αναφέρουν ως παράγοντα κινδύνου την ανύψωση ή μετακίνηση ατόμων ή βαρέων φορτίων.  </p>|##|29
EN|##|E3Q202_1|##|changed|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|<p id="questionNoteP">Has your establishment in the last 3 years taken any of the following measures? Provision of equipment to help with the lifting or moving of loads or other physically heavy work  <br>  <br>1 Yes  <br>2 No  <br>9 No answer  <br>  <br>Question asked to those establishments that report lifting or moving people or heavy loads as a risk factor.</p>|##|29
EN_1|##|E3Q202_1|##|changed|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|<p>Has your workplace in the last 3 years taken any of the following measures? Provision of equipment to help with the lifting or moving of loads or other physically heavy work  <br>1 Yes  <br>2 No  <br>9 No answer   <br>  <br>Question asked to those establishments that report lifting or moving people or heavy loads as a risk factor.</p>|##|29
EN_2|##|E3Q202_1|##|changed|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|Provision of equipment to help with the lifting or moving of loads or other physically heavy work|##|<p>Has your establishment in the last 3 years taken any of the following measures? Provision of equipment to help with the lifting or moving of loads or other physically heavy work  <br>1 Yes  <br>2 No  <br>9 No answer  <br>  <br>Question asked to those establishments that report lifting or moving people or heavy loads as a risk factor.</p>|##|29
ES|##|E3Q202_1|##|changed|##|Proporcionar equipamiento para ayudar a levantar o mover cargas u otro trabajo físico pesado|##|Proporcionar equipamiento para ayudar a levantar o mover cargas u otro trabajo físico pesado|##|Proporcionar equipamiento para ayudar a levantar o mover cargas u otro trabajo físico pesado|##|<p>¿Su centro de trabajo ha tomado alguna de las siguientes medidas en los últimos 3 años? Proporcionar equipamiento para ayudar a levantar o mover cargas u otro trabajo físico pesado  <br>1 Sí  <br>2 No  <br>9 No contesta  <br>Pregunta realizada a empresas que mencionan como factor de riesgo el levantamiento o traslado de personas o de cargas pesadas.</p>|##|29
ET|##|E3Q202_1|##|changed|##|Raskuste tõstmist, teisaldamist või muud füüsilist tööd kergendavate seadmete soetamine|##|Raskuste tõstmist, teisaldamist või muud füüsilist tööd kergendavate seadmete soetamine|##|Raskuste tõstmist, teisaldamist või muud füüsilist tööd kergendavate seadmete soetamine|##|<p>Kas teie asutus on viimasel 3 aastal võtnud mis tahes järgmisi meetmeid? Raskuste tõstmist, teisaldamist või muud füüsilist tööd kergendavate seadmete soetamine  <br>1 Jah  <br>2 Ei  <br>9 Ei vasta  <br><br>Küsimused asutustele, kes teatavad inimeste või raskete koormate tõstmisest või teisaldamisest kui riskitegurist.</p>|##|29
FI|##|E3Q202_1|##|changed|##|Välineiden hankkiminen helpottamaan kuormien nostamista tai siirtämistä tai muuta fyysisesti raskasta työtä|##|Välineiden hankkiminen helpottamaan kuormien nostamista tai siirtämistä tai muuta fyysisesti raskasta työtä|##|Välineiden hankkiminen helpottamaan kuormien nostamista tai siirtämistä tai muuta fyysisesti raskasta työtä|##|<p>Onko toimipaikassanne tehty viimeisten kolmen vuoden aikana mitään seuraavista toimenpiteistä? Välineiden hankkiminen helpottamaan kuormien nostamista tai siirtämistä tai muuta fyysisesti raskasta työtä  <br>1 Kyllä  <br>2 Ei  <br>9 Ei vastausta  <br><br>Kysymys on esitetty toimipaikoille, joissa ihmisten tai raskaiden kuormien nostaminen tai siirtäminen on riskitekijä.</p>|##|29
FR|##|E3Q202_1|##|changed|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|<p>Votre établissement a-t-il pris une ou plusieurs des mesures suivantes au cours des 3 dernières années ? Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes  <br>1 Oui  <br>2 Non  <br>9 Pas de réponse  <br><br>Question posée aux établissements indiquant soulever ou déplacer des personnes ou des charges lourdes comme facteur de risque.</p>|##|29
FR_1|##|E3Q202_1|##|changed|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|<p>Votre établissement a-t-il pris une ou plusieurs des mesures suivantes au cours des 3 dernières années ? Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes  <br>1 Oui  <br>2 Non  <br>9 Pas de réponse  <br><br>Question posée aux établissements indiquant soulever ou déplacer des personnes ou des charges lourdes comme facteur de risque. </p>|##|29
FR_2|##|E3Q202_1|##|changed|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|<p>Votre établissement a-t-il pris une ou plusieurs des mesures suivantes au cours des 3 dernières années ? Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes  <br>1 Oui  <br>2 Non  <br>9 Pas de réponse  <br><br>Question posée aux établissements indiquant soulever ou déplacer des personnes ou des charges lourdes comme facteur de risque.</p>|##|29
FR_3|##|E3Q202_1|##|changed|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes|##|<p>Votre établissement a-t-il pris une ou plusieurs des mesures suivantes au cours des 3 dernières années ? Fournir des équipements pour faciliter le soulèvement ou le déplacement de charges ou d'autres travaux impliquant des charges lourdes  <br>1 Oui  <br>2 Non  <br>9 Pas de réponse  <br><br>Question posée aux établissements indiquant soulever ou déplacer des personnes ou des charges lourdes comme facteur de risque.|##|29
HR|##|E3Q202_1|##|changed|##|Nabava opreme za pomoć pri podizanju ili premještanju tereta ili pri obavljanju drugog fizički teškog posla|##|Nabava opreme za pomoć pri podizanju ili premještanju tereta ili pri obavljanju drugog fizički teškog posla|##|Nabava opreme za pomoć pri podizanju ili premještanju tereta ili pri obavljanju drugog fizički teškog posla|##|<p>Je li vaša poslovna jedinica u zadnje 3 godine poduzela bilo koju od sljedećih mjera? Nabava opreme za pomoć pri podizanju ili premještanju tereta ili pri obavljanju drugog fizički teškog posla  <br>1 Da  <br>2 Ne  <br>9 Nema odgovora  <br><br>Pitanje postavljeno poslovnim jedinicama koje su navele podizanje ili premještanje ljudi ili teškog tereta kao čimbenik rizika.</p>|##|29
HU|##|E3Q202_1|##|changed|##|Eszközök biztosítása nehéz terhek emeléséhez vagy mozgatásához, illetve egyéb nehéz fizikai munkához|##|Eszközök biztosítása nehéz terhek emeléséhez vagy mozgatásához, illetve egyéb nehéz fizikai munkához|##|Eszközök biztosítása nehéz terhek emeléséhez vagy mozgatásához, illetve egyéb nehéz fizikai munkához|##|<p>A létesítmény végrehajtotta-e az alábbi intézkedések bármelyikét az elmúlt 3 évben? Eszközök biztosítása nehéz terhek emeléséhez vagy mozgatásához, illetve egyéb nehéz fizikai munkához  <br>1 Igen  <br>2 Nem  <br>9 Nincs válasz  <br><br>Kérdések azoknak a létesítményeknek, amelyek emberek vagy nehéz terhek emelését vagy mozgatását jelölték meg kockázati tényezőként.</p>|##|29
IS|##|E3Q202_1|##|changed|##|Lagt til útbúnað til að hjálpa til við að lyfta eða flytja þunga hluti eða aðra líkamlega krefjandi vinnu|##|Lagt til útbúnað til að hjálpa til við að lyfta eða flytja þunga hluti eða aðra líkamlega krefjandi vinnu|##|Lagt til útbúnað til að hjálpa til við að lyfta eða flytja þunga hluti eða aðra líkamlega krefjandi vinnu|##|<p>Hefur þín starfsstöð á síðustu 3 árum gripið til einhverra af eftirfarandi aðgerðum? Lagt til útbúnað til að hjálpa til við að lyfta eða flytja þunga hluti eða aðra líkamlega krefjandi vinnu  <br>1 Já  <br>2 Nei  <br>9 Ekkert svar <br><br>Spurning til þeirra stofnanna þar sem tilkynntir hafa verið lyftur eða flutningur á fólki eða þungum farmi sem áhættuþættir.</p>|##|29
IT|##|E3Q202_1|##|changed|##|Fornitura di attrezzature di ausilio al sollevamento e allo spostamento di carichi o ad altri lavori fisicamente pesanti|##|Fornitura di attrezzature di ausilio al sollevamento e allo spostamento di carichi o ad altri lavori fisicamente pesanti|##|Fornitura di attrezzature di ausilio al sollevamento e allo spostamento di carichi o ad altri lavori fisicamente pesanti|##|<p>La sua sede ha adottato negli ultimi 3 anni una o più delle seguenti misure? Fornitura di attrezzature di ausilio al sollevamento e allo spostamento di carichi o ad altri lavori fisicamente pesanti  <br>1 Sì  <br>2 No  <br>9 Non risponde  <br><br>Domanda rivolta alle imprese che riferiscono il sollevamento o spostamento di persone o di carichi pesanti come un fattore di rischio.</p>|##|29
IT_1|##|E3Q202_1|##|changed|##|Fornitura di attrezzature di ausilio al sollevamento e allo spostamento di carichi o ad altri lavori fisicamente pesanti|##|Fornitura di attrezzature di ausilio al sollevamento e allo spostamento di carichi o ad altri lavori fisicamente pesanti|##|Fornitura di attrezzature di ausilio al sollevamento e allo spostamento di carichi o ad altri lavori fisicamente pesanti|##|<p>La sua sede ha adottato negli ultimi 3 anni una o più delle seguenti misure? Fornitura di attrezzature di ausilio al sollevamento e allo spostamento di carichi o ad altri lavori fisicamente pesanti  <br>1 Sì  <br>2 No  <br>9 Non risponde  <br><br>Domanda rivolta alle imprese che riferiscono il sollevamento o spostamento di persone o di carichi pesanti come un fattore di rischio.</p>|##|29
